,UID,CardTier,Name,Team,Element,Element2,Element3,Element4,Position,Position5,Monster,Monster Type,Wound,Speed,Catch,Carry,Elusiveness,Tackle,PassBlock,RunBlock,Impact,Impact6,Special Attack Name,Special Attack Description,Special Attack Element,Special Attack Type,Special Attack Stat,Special Attack Stat Value,Special Attack Stat Value Type,Special Attack Trigger,Immunity Name,Immunity Element
561,AL3S0601,3,Einstein Lolso,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,S,Killer Predator,Med2,50,6,0.7,0.64,0.05,0.15,0.08,0.04,0.03,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
562,AL3S0602,3,Halo Geldax,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,S,Killer Predator,Med2,50,6,0.7,0.64,0.05,0.15,0.08,0.04,0.03,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
563,AL3DL0603,3,Ogre Nalgru,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Big2,60,7,0.6,0.04,0.03,0.07,0.1,0.12,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
564,AL3DL0604,3,Trojan Phrasgu,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Big2,60,7,0.6,0.04,0.03,0.07,0.1,0.12,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
565,AL3DL0605,3,Kickirc Zhendhalaix,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Big2,60,7,0.6,0.04,0.03,0.07,0.1,0.12,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
566,AL3DB0606,3,Tooblem Zharzoxish,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DB,Speedy Seeker,Fast2,40,5,0.75,0.79,0.05,0.09,0.08,0.04,0.03,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
567,AL3DB0607,3,Veryu Soshuri,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DB,Speedy Seeker,Fast2,40,5,0.75,0.79,0.05,0.09,0.08,0.04,0.03,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
568,AL1QB0608,1,Beef St John,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,QB,Beef St John,QB,50,4,0.15,0.1,0.01,0.02,0.04,0.02,0.02,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
569,AL4RB0614,4,Reaper Thelzu,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,RB,Killer Predator,Med2,60,7,0.8,0.66,0.06,0.18,0.1,0.05,0.04,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
570,AL4OL0615,4,Zodiac Cunghe,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,OL,Massive Hulkazoid,Big2,70,8,0.7,0.06,0.04,0.1,0.12,0.13,0.06,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
571,AL4OL0616,4,Fang Sazhoth,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,OL,Massive Hulkazoid,Med2,70,8,0.7,0.06,0.04,0.1,0.12,0.13,0.06,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
572,AL4OL0617,4,Bolide Dilkhaz,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,OL,Massive Hulkazoid,Med2,70,8,0.7,0.06,0.04,0.1,0.12,0.13,0.06,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
573,AL4R0618,4,Trojan Tashli,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,R,Speedy Seeker,Fast2,50,6,0.85,0.81,0.06,0.12,0.1,0.05,0.04,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
574,AL4R0619,4,Spectre Nereth,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,R,Speedy Seeker,Fast2,50,6,0.85,0.81,0.06,0.12,0.1,0.05,0.04,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
575,AL4S0620,4,Zohmur Isathoz,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,S,Killer Predator,Med2,60,7,0.8,0.66,0.06,0.18,0.1,0.05,0.04,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
576,AL4S0621,4,Vuscie Zusithu,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,S,Killer Predator,Med2,60,7,0.8,0.66,0.06,0.18,0.1,0.05,0.04,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
577,AL4DL0622,4,Paocstim Shruroze,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Big2,70,8,0.7,0.06,0.04,0.1,0.12,0.13,0.06,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
578,AL4DL0623,4,Iaskad Malindris,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Med2,70,8,0.7,0.06,0.04,0.1,0.12,0.13,0.06,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
579,AL4DL0624,4,Meridian Agtra,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Med2,70,8,0.7,0.06,0.04,0.1,0.12,0.13,0.06,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
580,AL4DB0625,4,Xray Ulzi,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DB,Speedy Seeker,Fast2,50,6,0.85,0.81,0.06,0.12,0.1,0.05,0.04,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
581,AL4DB0626,4,Rocket Khethna,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DB,Speedy Seeker,Fast2,50,6,0.85,0.81,0.06,0.12,0.1,0.05,0.04,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
582,AL5RB0627,5,Bose Chothna,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,RB,Killer Predator,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
583,AL5OL0628,5,Ion Othna,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,OL,Massive Hulkazoid,Big2,80,9,0.8,0.08,0.05,0.13,0.14,0.14,0.07,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
584,AL5OL0629,5,Cosmo Roghro,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,OL,Massive Hulkazoid,Med2,80,9,0.8,0.08,0.05,0.13,0.14,0.14,0.07,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
585,AL5OL0630,5,Sinnoo Ingite,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,OL,Massive Hulkazoid,Med2,80,9,0.8,0.08,0.05,0.13,0.14,0.14,0.07,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
586,AL5R0631,5,Shaulla Ukanie,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,R,Speedy Seeker,Fast2,60,7,0.95,0.83,0.07,0.15,0.12,0.06,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
587,AL5R0632,5,Sottak Eashuki,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,R,Speedy Seeker,Fast2,60,7,0.95,0.83,0.07,0.15,0.12,0.06,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
588,AL5S0633,5,Raivud Asulzi,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,S,Killer Predator,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
589,AL5S0634,5,Taknerd Gulutrix,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,S,Killer Predator,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
590,AL5DL0635,5,Ogre Thelzu,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Big2,80,9,0.8,0.08,0.05,0.13,0.14,0.14,0.07,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
591,AL5DL0636,5,Trojan Cunghe,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Med2,80,9,0.8,0.08,0.05,0.13,0.14,0.14,0.07,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
592,AL5DL0637,5,Kickirc Sazhoth,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DL,Massive Hulkazoid,Med2,80,9,0.8,0.08,0.05,0.13,0.14,0.14,0.07,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
593,AL5DB0638,5,Tooblem Roghro,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DB,Speedy Seeker,Fast2,60,7,0.95,0.83,0.07,0.15,0.12,0.06,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
594,AL5DB0639,5,Veryu Khethna,Alien,Electrical,A federation of warlike Aliens have travelled light years to prove their superior might in the arena of Monster Football!,Lightning fist: Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical Resistance: Immune to Electrical effects.,1,DB,Speedy Seeker,Fast2,60,7,0.95,0.83,0.07,0.15,0.12,0.06,0.05,,Lightning fist,Melee attack stunning creatures increasing their chance to fumble by 5% when you tackle an enemy.,Electrical,Debuff,Impact,0.05,Percentage,Tackling,Electrical Resistance,Electrical
595,SE1RB0640,1,Mario Micrum,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,RB,Ferocious Lizard Man,Med3,30,3,0.45,0.7,0.05,0.12,0.02,0,0,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
596,SE1OL0641,1,Squeak Alexor,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,40,4,0.35,0.55,0.02,0.03,0.06,0.06,0.04,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
597,SE1OL0642,1,Blue Dukam,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,40,4,0.35,0.55,0.02,0.03,0.06,0.06,0.04,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
598,SE1OL0643,1,Kinder Qajud,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,40,4,0.35,0.55,0.02,0.03,0.06,0.06,0.04,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
599,SE1R0644,1,Basil Rarux,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Quick Rat Man,Fast3,20,2,0.5,0.75,0.05,0.09,0.04,0,0,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
600,SE1R0645,1,Bart Kujuck,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Quick Rat Man,Fast3,20,2,0.5,0.75,0.05,0.09,0.04,0,0,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
601,SE1S0646,1,Zebediah Ibomrar,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Ferocious Lizard Man,Med3,30,3,0.45,0.7,0.05,0.12,0.02,0,0,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
602,SE1S0647,1,Almond Nunulben,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Ferocious Lizard Man,Med3,30,3,0.45,0.7,0.05,0.12,0.02,0,0,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
603,SE1DL0648,1,Vinnie Jogubam,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,40,4,0.35,0.55,0.02,0.03,0.06,0.06,0.04,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
604,SE1DL0649,1,Freddie Strizovur,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,40,4,0.35,0.55,0.02,0.03,0.06,0.06,0.04,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
605,SE1DL0650,1,Casino Badad,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,40,4,0.35,0.55,0.02,0.03,0.06,0.06,0.04,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
606,SE1DB0651,1,Snowball Kamus,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Quick Rat Man,Fast3,20,2,0.5,0.75,0.05,0.09,0.04,0,0,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
607,SE1DB0652,1,Frodo Kuzed,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Quick Rat Man,Fast3,20,2,0.5,0.75,0.05,0.09,0.04,0,0,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
608,SE2RB0653,2,Noodles Ozrum,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,RB,Ferocious Lizard Man,Med3,40,4,0.55,0.72,0.06,0.15,0.04,0.01,0.01,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
609,SE2OL0654,2,Stanley Galval,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,50,5,0.45,0.57,0.03,0.06,0.08,0.07,0.05,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
610,SE2OL0655,2,Kinder Rikid,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,50,5,0.45,0.57,0.03,0.06,0.08,0.07,0.05,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
611,SE2OL0656,2,Moses Rubuzreth,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,50,5,0.45,0.57,0.03,0.06,0.08,0.07,0.05,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
612,SE2R0657,2,Demeter Jonatras,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Quick Rat Man,Fast3,30,3,0.6,0.77,0.06,0.12,0.06,0.01,0.01,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
